"Managing Agency","FMS ID","Year-Month Reported","Total Budget","Spend to Date","Spend to Date %","Budget Variance","Budget Variance %"
"CUNY","ST001-023","202405","$1,200,000","$0","0%","$0","0%"
"CUNY","ST001-023","202409","$1,200,000","$0","0%","$0","0%"
"CUNY","ST001-023","202501","$1,200,000","$0","0%","$0","0%"
"CUNY","ST001-023","202505","$1,200,000","$0","0%","$0","0%"
"CUNY","ST001-023","202509","$1,200,000","$0","0%","$0","0%"
"CUNY","ST001-023","202601","$1,200,000","$0","0%","$0","0%"
"CUNY","ST001-023","202605","$1,200,000","$0","0%","$0","0%"
"CUNY","ST001-025","202409","$1,500,000","$0","0%",,
"CUNY","ST001-025","202501","$1,500,000","$0","0%","$0","0%"
"CUNY","ST001-025","202505","$1,500,000","$0","0%","$0","0%"
"CUNY","ST001-025","202509","$1,500,000","$0","0%","$0","0%"
"CUNY","ST001-025","202601","$1,500,000","$0","0%","$0","0%"
"CUNY","ST001-025","202605","$2,450,000","$0","0%","$950,000","63.33%"
"CUNY","ST002-024","202309","$5,000,000","$0","0%",,
"CUNY","ST002-024","202310","$5,000,000",,,"$0","0%"
"CUNY","ST002-024","202401","$5,000,000","$0","0%","$0","0%"
"CUNY","ST002-024","202405","$5,000,000","$0","0%","$0","0%"
"CUNY","ST002-024","202409","$5,000,000","$0","0%","$0","0%"
"CUNY","ST002-024","202501","$5,000,000","$0","0%","$0","0%"
"CUNY","ST002-024","202505","$5,000,000","$0","0%","$0","0%"
"CUNY","ST002-024","202509","$4,932,000","$0","0%","$-68,000","-1.36%"
"CUNY","ST002-024","202601","$4,932,000","$0","0%","$0","0%"
"CUNY","ST002-024","202605","$4,932,000","$0","0%","$0","0%"
"CUNY","ST039-019","201809","$1,350,000",,,,
"CUNY","ST039-019","202305","$2,136,160","$202,160","9.46%","$786,160","58.23%"
"CUNY","ST039-019","202309","$2,136,160","$202,160","9.46%","$0","0%"
"CUNY","ST039-019","202401","$2,136,160","$202,160","9.46%","$0","0%"
"CUNY","ST039-019","202405","$2,136,160","$202,160","9.46%","$0","0%"
"CUNY","ST039-019","202409","$2,136,160","$202,160","9.46%","$0","0%"
"CUNY","ST039-019","202501","$2,136,160","$202,160","9.46%","$0","0%"
"CUNY","ST039-019","202505","$2,136,160","$202,160","9.46%","$0","0%"
"CUNY","ST039-019","202509","$2,136,160","$202,160","9.46%","$0","0%"
"CUNY","ST039-019","202601","$2,136,160","$202,160","9.46%","$0","0%"
"CUNY","ST039-019","202605","$300,160","$202,160","67.35%","$-1,836,000","-85.94%"
"CUNY","ST041-020","201910","$1,250,000",,,,
"CUNY","ST041-020","202305","$1,250,000","$0","0%","$0","0%"
"CUNY","ST041-020","202309","$1,250,000","$0","0%","$0","0%"
"CUNY","ST041-020","202401","$1,250,000","$0","0%","$0","0%"
"CUNY","ST041-020","202405","$1,250,000","$0","0%","$0","0%"
"CUNY","ST041-020","202409","$1,250,000","$0","0%","$0","0%"
"CUNY","ST041-020","202501","$1,250,000","$0","0%","$0","0%"
"CUNY","ST041-020","202505","$1,250,000","$0","0%","$0","0%"
"CUNY","ST041-020","202509","$1,250,070","$0","0%","$70","0%"
"CUNY","ST041-020","202601","$1,250,070","$53,722","4.29%","$0","0%"
"CUNY","ST041-020","202605","$1,250,070","$53,722","4.29%","$0","0%"
"CUNY","YC001-010","200909","$448,000",,,,
"CUNY","YC001-010","202305","$448,000","$0","0%","$0","0%"
"CUNY","YC001-010","202309","$448,000","$0","0%","$0","0%"
"CUNY","YC001-010","202401","$448,000","$0","0%","$0","0%"
"CUNY","YC001-010","202405","$448,000","$0","0%","$0","0%"
"CUNY","YC001-010","202409","$448,000","$0","0%","$0","0%"
"CUNY","YC001-010","202501","$448,000","$0","0%","$0","0%"
"CUNY","YC001-010","202505","$448,000","$0","0%","$0","0%"
"CUNY","YC001-010","202509","$448,000","$0","0%","$0","0%"
"CUNY","YC001-010","202601","$448,000","$0","0%","$0","0%"
"CUNY","YC001-010","202605","$448,000","$0","0%","$0","0%"
"CUNY","YC001-021","202011","$2,000,000",,,,
"CUNY","YC001-021","202305","$1,035,000","$0","0%","$-965,000","-48.25%"
"CUNY","YC001-021","202309","$1,035,000","$0","0%","$0","0%"
"CUNY","YC001-021","202401","$1,035,000","$0","0%","$0","0%"
"CUNY","YC001-021","202405","$1,035,000","$0","0%","$0","0%"
"CUNY","YC001-021","202409","$1,035,000","$0","0%","$0","0%"
"CUNY","YC001-021","202501","$1,035,000","$0","0%","$0","0%"
"CUNY","YC001-021","202505","$1,035,000","$0","0%","$0","0%"
"CUNY","YC001-021","202509","$1,035,000","$0","0%","$0","0%"
"CUNY","YC001-021","202601","$1,035,000","$0","0%","$0","0%"
"CUNY","YC001-021","202605","$1,035,000","$0","0%","$0","0%"
"CUNY","YC001-022","202104","$1,000,000",,,,
"CUNY","YC001-022","202305","$1,000,000","$0","0%","$0","0%"
"CUNY","YC001-022","202309","$1,000,000","$0","0%","$0","0%"
"CUNY","YC001-022","202401","$1,000,000","$0","0%","$0","0%"
"CUNY","YC001-022","202405","$1,000,000","$0","0%","$0","0%"
"CUNY","YC001-022","202409","$1,000,000","$0","0%","$0","0%"
"CUNY","YC001-022","202501","$1,000,000","$0","0%","$0","0%"
"CUNY","YC001-022","202505","$1,000,000","$0","0%","$0","0%"
"CUNY","YC001-022","202509","$1,000,000","$0","0%","$0","0%"
"CUNY","YC001-022","202601","$1,000,000","$0","0%","$0","0%"
"CUNY","YC001-022","202605","$1,000,000","$0","0%","$0","0%"
"CUNY","YC001-026","202505","$2,500,000","$0","0%",,
"CUNY","YC001-026","202509","$2,840,000","$0","0%","$340,000","13.6%"
"CUNY","YC001-026","202601","$2,840,000","$0","0%","$0","0%"
"CUNY","YC001-026","202605","$2,840,000","$0","0%","$0","0%"
"CUNY","YC002-023","202210","$1,500,000",,,,
"CUNY","YC002-023","202305","$1,500,000","$0","0%","$0","0%"
"CUNY","YC002-023","202309","$1,500,000","$0","0%","$0","0%"
"CUNY","YC002-023","202401","$1,500,000","$0","0%","$0","0%"
"CUNY","YC002-023","202405","$1,500,000","$0","0%","$0","0%"
"CUNY","YC002-023","202409","$1,500,000","$0","0%","$0","0%"
"CUNY","YC002-023","202501","$1,500,000","$0","0%","$0","0%"
"CUNY","YC002-023","202505","$1,500,000","$0","0%","$0","0%"
"CUNY","YC002-023","202509","$1,500,000","$0","0%","$0","0%"
"CUNY","YC002-023","202601","$1,500,000","$0","0%","$0","0%"
"CUNY","YC002-023","202605","$1,500,000","$0","0%","$0","0%"
"CUNY","YC002-024","202309","$6,000,000","$0","0%",,
"CUNY","YC002-024","202310","$6,000,000",,,"$0","0%"
"CUNY","YC002-024","202401","$6,000,000","$0","0%","$0","0%"
"CUNY","YC002-024","202405","$6,000,000","$0","0%","$0","0%"
"CUNY","YC002-024","202409","$6,000,000","$0","0%","$0","0%"
"CUNY","YC002-024","202501","$6,000,000","$0","0%","$0","0%"
"CUNY","YC002-024","202505","$6,000,000","$0","0%","$0","0%"
"CUNY","YC002-024","202509","$6,000,000","$0","0%","$0","0%"
"CUNY","YC002-024","202601","$6,000,000","$0","0%","$0","0%"
"CUNY","YC002-024","202605","$6,000,000","$0","0%","$0","0%"
"CUNY","YC002-025","202601","$1,000,000","$0","0%",,
"CUNY","YC002-025","202605","$1,000,000","$0","0%","$0","0%"
"CUNY","YC008-022","202110","$2,000,000",,,,
"CUNY","YC008-022","202305","$2,000,000","$0","0%","$0","0%"
"CUNY","YC008-022","202309","$2,000,000","$0","0%","$0","0%"
"CUNY","YC008-022","202401","$2,000,000","$0","0%","$0","0%"
"CUNY","YC008-022","202405","$2,000,000","$0","0%","$0","0%"
"CUNY","YC008-022","202409","$1,248,000","$0","0%","$-752,000","-37.6%"
"CUNY","YC008-022","202501","$1,248,000","$0","0%","$0","0%"
"CUNY","YC008-022","202505","$1,248,000","$0","0%","$0","0%"
"CUNY","YC008-022","202509","$1,248,000","$0","0%","$0","0%"
"CUNY","YC008-022","202601","$1,248,000","$0","0%","$0","0%"
"CUNY","YC008-022","202605","$1,248,000","$0","0%","$0","0%"
"CUNY","YC022-007","200609","$411,000",,,,
"CUNY","YC022-007","202305","$411,000","$0","0%","$0","0%"
"CUNY","YC022-007","202309","$411,000","$0","0%","$0","0%"
"CUNY","YC022-007","202401","$411,000","$0","0%","$0","0%"
"CUNY","YC022-007","202405","$411,000","$0","0%","$0","0%"
"CUNY","YC022-007","202409","$411,000","$0","0%","$0","0%"
"CUNY","YC022-007","202501","$411,000","$0","0%","$0","0%"
"CUNY","YC022-007","202505","$411,000","$0","0%","$0","0%"
"CUNY","YC022-007","202509","$411,000","$0","0%","$0","0%"
"CUNY","YC022-007","202601","$411,000","$0","0%","$0","0%"
"CUNY","YC022-007","202605","$411,000","$0","0%","$0","0%"
"CUNY","YC027-008","200811","$3,698,000",,,,
"CUNY","YC027-008","202305","$199,000","$0","0%","$-3,499,000","-94.61%"
"CUNY","YC027-008","202309","$199,000","$0","0%","$0","0%"
"CUNY","YC027-008","202401","$199,000","$0","0%","$0","0%"
"CUNY","YC027-008","202405","$199,000","$0","0%","$0","0%"
"CUNY","YC027-008","202409","$199,000","$0","0%","$0","0%"
"CUNY","YC027-008","202501","$199,000","$0","0%","$0","0%"
"CUNY","YC027-008","202505","$199,000","$0","0%","$0","0%"
"CUNY","YC027-008","202509","$199,000","$0","0%","$0","0%"
"CUNY","YC027-008","202601","$199,000","$0","0%","$0","0%"
"CUNY","YC027-008","202605","$199,000","$0","0%","$0","0%"
"CUNY","YC028-008","200811","$145,000",,,,
"CUNY","YC028-008","202305","$145,000","$0","0%","$0","0%"
"CUNY","YC028-008","202309","$145,000","$0","0%","$0","0%"
"CUNY","YC028-008","202401","$145,000","$0","0%","$0","0%"
"CUNY","YC028-008","202405","$145,000","$0","0%","$0","0%"
"CUNY","YC028-008","202409","$145,000","$0","0%","$0","0%"
"CUNY","YC028-008","202501","$145,000","$0","0%","$0","0%"
"CUNY","YC028-008","202505","$145,000","$0","0%","$0","0%"
"CUNY","YC028-008","202509","$145,000","$0","0%","$0","0%"
"CUNY","YC028-008","202601","$145,000","$0","0%","$0","0%"
"CUNY","YC028-008","202605","$145,000","$0","0%","$0","0%"
"CUNY","YC049-014","201405","$200,000",,,,
"CUNY","YC049-014","202305","$200,000","$0","0%","$0","0%"
"CUNY","YC049-014","202309","$200,000","$0","0%","$0","0%"
"CUNY","YC049-014","202401","$200,000","$0","0%","$0","0%"
"CUNY","YC049-014","202405","$200,000","$0","0%","$0","0%"
"CUNY","YC049-014","202409","$200,000","$0","0%","$0","0%"
"CUNY","YC049-014","202501","$200,000","$0","0%","$0","0%"
"CUNY","YC049-014","202505","$200,000","$0","0%","$0","0%"
"CUNY","YC049-014","202509","$200,000","$0","0%","$0","0%"
"CUNY","YC049-014","202601","$200,000","$0","0%","$0","0%"
"CUNY","YC049-014","202605","$200,000","$0","0%","$0","0%"
"CUNY","YC051-015","201410","$2,800,000",,,,
"CUNY","YC051-015","202305","$484,000","$0","0%","$-2,316,000","-82.71%"
"CUNY","YC051-015","202309","$484,000","$0","0%","$0","0%"
"CUNY","YC051-015","202401","$484,000","$0","0%","$0","0%"
"CUNY","YC051-015","202405","$484,000","$0","0%","$0","0%"
"CUNY","YC051-015","202409","$484,000","$0","0%","$0","0%"
"CUNY","YC051-015","202501","$484,000","$0","0%","$0","0%"
"CUNY","YC051-015","202505","$484,000","$0","0%","$0","0%"
"CUNY","YC051-015","202509","$484,000","$0","0%","$0","0%"
"CUNY","YC051-015","202601","$484,000","$0","0%","$0","0%"
"CUNY","YC051-015","202605","$484,000","$0","0%","$0","0%"
"CUNY","YC054-017","201610","$640,000",,,,
"CUNY","YC054-017","202305","$640,000","$0","0%","$0","0%"
"CUNY","YC054-017","202309","$640,000","$0","0%","$0","0%"
"CUNY","YC054-017","202401","$640,000","$0","0%","$0","0%"
"CUNY","YC054-017","202405","$640,000","$0","0%","$0","0%"
"CUNY","YC054-017","202409","$640,000","$0","0%","$0","0%"
"CUNY","YC054-017","202501","$640,000","$0","0%","$0","0%"
"CUNY","YC054-017","202505","$640,000","$0","0%","$0","0%"
"CUNY","YC054-017","202509","$640,000","$0","0%","$0","0%"
"CUNY","YC054-017","202601","$640,000","$0","0%","$0","0%"
"CUNY","YC054-017","202605","$640,000","$0","0%","$0","0%"
"CUNY","YC055-017","201610","$2,000,000",,,,
"CUNY","YC055-017","202305","$2,000,000","$0","0%","$0","0%"
"CUNY","YC055-017","202309","$2,000,000","$0","0%","$0","0%"
"CUNY","YC055-017","202401","$2,000,000","$0","0%","$0","0%"
"CUNY","YC055-017","202405","$2,000,000","$0","0%","$0","0%"
"CUNY","YC055-017","202409","$2,000,000","$0","0%","$0","0%"
"CUNY","YC055-017","202501","$2,000,000","$0","0%","$0","0%"
"CUNY","YC055-017","202505","$2,000,000","$0","0%","$0","0%"
"CUNY","YC055-017","202509","$2,000,000","$0","0%","$0","0%"
"CUNY","YC055-017","202601","$2,000,000","$0","0%","$0","0%"
"CUNY","YC055-017","202605","$2,000,000","$0","0%","$0","0%"
"CUNY","YC059-019","201809","$1,700,000",,,,
"CUNY","YC059-019","202305","$3,811,450","$0","0%","$2,111,450","124.2%"
"CUNY","YC059-019","202309","$3,811,450","$0","0%","$0","0%"
"CUNY","YC059-019","202401","$3,811,450","$115,000","3.01%","$0","0%"
"CUNY","YC059-019","202405","$3,811,450","$528,772","13.87%","$0","0%"
"CUNY","YC059-019","202409","$4,563,450","$528,772","11.58%","$752,000","19.73%"
"CUNY","YC059-019","202501","$4,563,450","$828,772","18.16%","$0","0%"
"CUNY","YC059-019","202505","$4,563,450","$1,878,772","41.16%","$0","0%"
"CUNY","YC059-019","202509","$4,563,450","$1,878,772","41.16%","$0","0%"
"CUNY","YC059-019","202601","$4,563,450","$2,867,635","62.83%","$0","0%"
"CUNY","YC059-019","202605","$4,563,450","$2,867,635","62.83%","$0","0%"
"CUNY","YC061-020","201910","$9,105,000",,,,
"CUNY","YC061-020","202305","$9,104,785","$7,027,785","77.18%","$-215","0%"
"CUNY","YC061-020","202309","$9,104,785","$7,027,785","77.18%","$0","0%"
"CUNY","YC061-020","202401","$9,104,785","$7,027,785","77.18%","$0","0%"
"CUNY","YC061-020","202405","$9,104,785","$7,027,785","77.18%","$0","0%"
"CUNY","YC061-020","202409","$9,104,785","$7,027,785","77.18%","$0","0%"
"CUNY","YC061-020","202501","$9,104,785","$7,027,785","77.18%","$0","0%"
"CUNY","YC061-020","202505","$9,104,785","$7,027,785","77.18%","$0","0%"
"CUNY","YC061-020","202509","$8,126,785","$7,027,785","86.47%","$-978,000","-10.74%"
"CUNY","YC061-020","202601","$8,126,785","$7,027,785","86.47%","$0","0%"
"CUNY","YC061-020","202605","$8,126,785","$7,027,785","86.47%","$0","0%"
"CUNY","YC062-020","202509","$978,000","$0","0%",,
"CUNY","YC062-020","202601","$978,000","$0","0%","$0","0%"
"CUNY","YC062-020","202605","$978,000","$0","0%","$0","0%"
"CUNY","YC063-020","201910","$2,000,000",,,,
"CUNY","YC063-020","202305","$2,000,000","$0","0%","$0","0%"
"CUNY","YC063-020","202309","$2,000,000","$0","0%","$0","0%"
"CUNY","YC063-020","202401","$2,000,000","$0","0%","$0","0%"
"CUNY","YC063-020","202405","$2,000,000","$0","0%","$0","0%"
"CUNY","YC063-020","202409","$2,000,000","$0","0%","$0","0%"
"CUNY","YC063-020","202501","$2,000,000","$0","0%","$0","0%"
"CUNY","YC063-020","202505","$2,000,000","$0","0%","$0","0%"
"CUNY","YC063-020","202509","$2,000,000","$0","0%","$0","0%"
"CUNY","YC063-020","202601","$2,000,000","$0","0%","$0","0%"
"CUNY","YC063-020","202605","$2,000,000","$0","0%","$0","0%"
"NYPD","ACEPOL241","202409","$4,393,000","$0","0%",,
"NYPD","ACEPOL241","202501","$4,393,000","$0","0%","$0","0%"
"NYPD","ACEPOL241","202505","$4,393,000","$0","0%","$0","0%"
"NYPD","ACEPOL241","202509","$4,393,000","$0","0%","$0","0%"
"NYPD","ACEPOL241","202601","$4,393,000","$0","0%","$0","0%"
"NYPD","ACEPOL241","202605","$4,393,000","$0","0%","$0","0%"
"NYPD","APINYPD02","202305","$10,488,000",,,,
"NYPD","APINYPD02","202305","$10,488,000","$0","0%","$0","0%"
"NYPD","APINYPD02","202309","$10,488,000","$0","0%","$0","0%"
"NYPD","APINYPD02","202401","$10,488,000","$0","0%","$0","0%"
"NYPD","APINYPD02","202405","$10,488,000","$0","0%","$0","0%"
"NYPD","APINYPD02","202409","$10,488,000","$0","0%","$0","0%"
"NYPD","APINYPD02","202501","$10,488,000","$0","0%","$0","0%"
"NYPD","APINYPD02","202505","$10,488,000","$0","0%","$0","0%"
"NYPD","APINYPD02","202509","$10,520,000","$0","0%","$32,000","0.3%"
"NYPD","APINYPD02","202601","$10,520,000","$0","0%","$0","0%"
"NYPD","APINYPD02","202605","$10,488,000","$0","0%","$-32,000","-0.3%"
"NYPD","HAM26TWSC","202601","$180,000","$0","0%",,
"NYPD","HAM26TWSC","202605","$180,000","$0","0%","$0","0%"
"NYPD","NDF-JEROM","202305","$704,380","$704,380","100%",,
"NYPD","NDF-JEROM","202309","$704,380","$704,380","100%","$0","0%"
"NYPD","NDF-JEROM","202401","$704,380","$704,380","100%","$0","0%"
"NYPD","NDF-JEROM","202405","$704,380","$704,380","100%","$0","0%"
"NYPD","NDF-JEROM","202409","$704,380","$704,380","100%","$0","0%"
"NYPD","NDF-JEROM","202501","$704,380","$704,380","100%","$0","0%"
"NYPD","NDF-JEROM","202505","$704,380","$704,380","100%","$0","0%"
"NYPD","NDF-JEROM","202509","$704,380","$704,380","100%","$0","0%"
"NYPD","NDF-JEROM","202601","$704,380","$704,380","100%","$0","0%"
"NYPD","NDF-JEROM","202605","$704,380","$704,380","100%","$0","0%"
"NYPD","P-101SMSC","202509","$110,000","$0","0%",,
"NYPD","P-101SMSC","202601","$110,000","$0","0%","$0","0%"
"NYPD","P-101SMSC","202605","$110,000","$0","0%","$0","0%"
"NYPD","PO005PRP1","201904","$423,644,000",,,,
"NYPD","PO005PRP1","202305","$0","$0","0%","$-423,644,000","-100%"
"NYPD","PO005PRP1","202309","$0","$0","0%","$0",
"NYPD","PO005PRP1","202401","$0","$0","0%","$0",
"NYPD","PO005PRP1","202405","$0","$0","0%","$0",
"NYPD","PO005PRP1","202409","$0","$0","0%","$0",
"NYPD","PO005PRP1","202501","$0","$0","0%","$0",
"NYPD","PO005PRP1","202505","$0","$0","0%","$0",
"NYPD","PO005PRP1","202509","$0","$0","0%","$0",
"NYPD","PO005PRP1","202601","$0","$0","0%","$0",
"NYPD","PO005PRP1","202605","$0","$0","0%","$0",
"NYPD","PO79 GLEN","201904","$20,618,000",,,,
"NYPD","PO79 PAL","202305","$5,442,462.09","$135,134.6","2.48%","$5,142,462.09","1,714.15%"
"NYPD","PO79 PAL","202309","$4,008,462.09","$135,134.6","3.37%","$-1,434,000","-26.34%"
"NYPD","PO79 PAL","202401","$144,462.09","$135,134.6","93.54%","$-3,864,000","-96.39%"
"NYPD","PO79 PAL","202405","$144,462.09","$135,134.6","93.54%","$0","0%"
"NYPD","PO79 PAL","202409","$144,462.09","$135,134.6","93.54%","$0","0%"
"NYPD","PO79 PAL","202501","$144,462.09","$135,134.6","93.54%","$0","0%"
"NYPD","PO79 PAL","202505","$144,462.09","$135,134.6","93.54%","$0","0%"
"NYPD","PO79 PAL","202509","$144,462.09","$135,134.6","93.54%","$0","0%"
"NYPD","PO79 PAL","200901","$300,000",,,,
"NYPD","PO79 PAL","202601","$144,462.09","$135,134.6","93.54%","$0","0%"
"NYPD","PO79 PAL","202605","$144,462.09","$135,134.6","93.54%","$0","0%"
"NYPD","PO79112H","202401","$450,000","$0","0%",,
"NYPD","PO79112H","202405","$450,000","$0","0%","$0","0%"
"NYPD","PO79112H","202409","$450,000","$0","0%","$0","0%"
"NYPD","PO79112H","202501","$450,000","$0","0%","$0","0%"
"NYPD","PO79112H","202505","$450,000","$0","0%","$0","0%"
"NYPD","PO79112H","202509","$450,000","$0","0%","$0","0%"
"NYPD","PO79112H","202601","$450,000","$0","0%","$0","0%"
"NYPD","PO79112H","202605","$450,000","$0","0%","$0","0%"
"NYPD","PO7911FR","202305","$6,049,943.13","$4,776,997.9","78.95%","$2,302,943.13","61.46%"
"NYPD","PO7911FR","202309","$6,049,943.13","$4,776,997.9","78.95%","$0","0%"
"NYPD","PO7911FR","202401","$6,049,943.13","$4,776,997.9","78.95%","$0","0%"
"NYPD","PO7911FR","202405","$6,049,943.13","$4,776,997.9","78.95%","$0","0%"
"NYPD","PO7911FR","202409","$6,049,943.13","$4,776,997.9","78.95%","$0","0%"
"NYPD","PO7911FR","202501","$6,049,943.13","$4,776,997.9","78.95%","$0","0%"
"NYPD","PO7911FR","202505","$6,049,943.13","$4,776,997.9","78.95%","$0","0%"
"NYPD","PO7911FR","202509","$6,049,943.13","$4,776,997.9","78.95%","$0","0%"
"NYPD","PO7911FR","201701","$3,747,000",,,,
"NYPD","PO7911FR","202601","$6,049,943.13","$5,018,254.31","82.94%","$0","0%"
"NYPD","PO7911FR","202605","$6,049,943.13","$5,018,254.31","82.94%","$0","0%"
"NYPD","PO79120AC","201210","$400,000",,,,
"NYPD","PO79120AC","202305","$2,499,000","$0","0%","$2,099,000","524.75%"
"NYPD","PO79120AC","202309","$2,498,150.01","$0","0%","$-849.99","-0.03%"
"NYPD","PO79120AC","202401","$2,498,150.01","$2,002.13","0.08%","$0","0%"
"NYPD","PO79120AC","202405","$2,498,150.01","$2,002.13","0.08%","$0","0%"
"NYPD","PO79120AC","202409","$2,498,150.01","$2,002.13","0.08%","$0","0%"
"NYPD","PO79120AC","202501","$2,498,150.01","$396,252.13","15.86%","$0","0%"
"NYPD","PO79120AC","202505","$2,498,150.01","$396,252.13","15.86%","$0","0%"
"NYPD","PO79120AC","202509","$2,498,150.01","$396,252.13","15.86%","$0","0%"
"NYPD","PO79120AC","202601","$2,498,150.01","$396,252.13","15.86%","$0","0%"
"NYPD","PO79120AC","202605","$2,498,150.01","$1,312,824.48","52.55%","$0","0%"
"NYPD","PO79137CS","202305","$18,583,000","$0","0%",,
"NYPD","PO79137CS","202309","$18,582,952.55","$0","0%","$-47.45","0%"
"NYPD","PO79137CS","202401","$18,582,952.55","$0","0%","$0","0%"
"NYPD","PO79137CS","202405","$18,582,952.55","$0","0%","$0","0%"
"NYPD","PO79137CS","202409","$18,582,952.55","$0","0%","$0","0%"
"NYPD","PO79137CS","202501","$18,582,952.55","$0","0%","$0","0%"
"NYPD","PO79137CS","202505","$18,582,952.55","$0","0%","$0","0%"
"NYPD","PO79137CS","202509","$18,582,952.55","$0","0%","$0","0%"
"NYPD","PO79137CS","202601","$18,582,952.55","$0","0%","$0","0%"
"NYPD","PO79137CS","202605","$18,582,952.55","$0","0%","$0","0%"
"NYPD","PO791PPDR","201904","$1,018,000",,,,
"NYPD","PO791PPDR","202305","$1,018,000","$0","0%","$0","0%"
"NYPD","PO791PPDR","202309","$1,018,000","$0","0%","$0","0%"
"NYPD","PO791PPDR","202401","$0","$0","0%","$-1,018,000","-100%"
"NYPD","PO791PPDR","202405","$0","$0","0%","$0",
"NYPD","PO791PPDR","202409","$0","$0","0%","$0",
"NYPD","PO791PPDR","202501","$0","$0","0%","$0",
"NYPD","PO791PPDR","202505","$0","$0","0%","$0",
"NYPD","PO791PPDR","202509","$0","$0","0%","$0",
"NYPD","PO791PPDR","202601","$0","$0","0%","$0",
"NYPD","PO791PPDR","202605","$0","$0","0%","$0",
"NYPD","PO791PPF","202305","$17,763,000","$0","0%","$0","0%"
"NYPD","PO791PPF","202309","$17,762,812","$4,553,933.94","25.63%","$-188","0%"
"NYPD","PO791PPF","202401","$17,762,812","$4,553,933.94","25.63%","$0","0%"
"NYPD","PO791PPF","202405","$17,762,812","$4,659,526.34","26.23%","$0","0%"
"NYPD","PO791PPF","202409","$17,762,812","$4,659,526.34","26.23%","$0","0%"
"NYPD","PO791PPF","202501","$17,762,812","$4,659,526.34","26.23%","$0","0%"
"NYPD","PO791PPF","202505","$17,762,812","$4,659,526.34","26.23%","$0","0%"
"NYPD","PO791PPF","202509","$18,722,812","$4,659,526.34","24.88%","$960,000","5.4%"
"NYPD","PO791PPF","202101","$17,763,000",,,,
"NYPD","PO791PPF","202601","$18,722,812","$4,659,526.34","24.88%","$0","0%"
"NYPD","PO791PPF","202605","$18,722,812","$4,659,526.34","24.88%","$0","0%"
"NYPD","PO79-52P","202305","$19,326,000","$0","0%","$-1,292,000","-6.26%"
"NYPD","PO79-52P","202309","$19,326,000","$0","0%","$0","0%"
"NYPD","PO79-52P","202401","$0","$0","0%","$-19,326,000","-100%"
"NYPD","PO79-52P","202405","$0","$0","0%","$0",
"NYPD","PO79-52P","202409","$0","$0","0%","$0",
"NYPD","PO79-52P","202501","$0","$0","0%","$0",
"NYPD","PO79-52P","202505","$0","$0","0%","$0",
"NYPD","PO79-52P","202509","$0","$0","0%","$0",
"NYPD","PO79-52P","202001","$20,618,000",,,,
"NYPD","PO79-52P","202601","$0","$0","0%","$0",
"NYPD","PO79-52P","202605","$0","$0","0%","$0",
"NYPD","PO79-ADA","202305","$29,336,693","$337,098.07","1.14%","$-307","0%"
"NYPD","PO79-ADA","202309","$29,336,822.74","$337,098.07","1.14%","$129.74","0%"
"NYPD","PO79-ADA","202401","$29,336,822.74","$708,160.04","2.41%","$0","0%"
"NYPD","PO79-ADA","202405","$29,336,822.74","$815,712.93","2.78%","$0","0%"
"NYPD","PO79-ADA","202409","$29,336,822.74","$970,013.34","3.3%","$0","0%"
"NYPD","PO79-ADA","202501","$29,336,822.74","$1,084,129.13","3.69%","$0","0%"
"NYPD","PO79-ADA","202505","$29,336,822.74","$1,100,470.34","3.75%","$0","0%"
"NYPD","PO79-ADA","202509","$29,671,866.4","$1,100,470.34","3.7%","$335,043.66","1.14%"
"NYPD","PO79-ADA","202001","$29,337,000",,,,
"NYPD","PO79-ADA","202601","$30,323,866.4","$1,105,720.34","3.64%","$652,000","2.19%"
"NYPD","PO79-ADA","202605","$30,323,866.4","$1,109,220.34","3.65%","$0","0%"
"NYPD","PO79-ADA2","202202","$31,852,000",,,,
"NYPD","PO79-ADA2","202305","$31,852,000","$0","0%","$0","0%"
"NYPD","PO79-ADA2","202309","$31,852,000","$0","0%","$0","0%"
"NYPD","PO79-ADA2","202401","$31,852,000","$0","0%","$0","0%"
"NYPD","PO79-ADA2","202405","$31,852,000","$0","0%","$0","0%"
"NYPD","PO79-ADA2","202409","$31,852,000","$0","0%","$0","0%"
"NYPD","PO79-ADA2","202501","$31,852,000","$0","0%","$0","0%"
"NYPD","PO79-ADA2","202505","$31,852,000","$0","0%","$0","0%"
"NYPD","PO79-ADA2","202509","$31,852,000","$0","0%","$0","0%"
"NYPD","PO79-ADA2","202601","$31,852,000","$0","0%","$0","0%"
"NYPD","PO79-ADA2","202605","$31,852,000","$0","0%","$0","0%"
"NYPD","PO79BATH","202305","$37,117,968.21","$36,133,939.91","97.34%","$36,771,968.21","10,627.73%"
"NYPD","PO79BATH","202309","$37,117,548.03","$36,133,939.91","97.35%","$-420.18","0%"
"NYPD","PO79BATH","202401","$37,117,548.03","$36,845,381.42","99.26%","$0","0%"
"NYPD","PO79BATH","202405","$37,117,548.03","$36,845,381.42","99.26%","$0","0%"
"NYPD","PO79BATH","202409","$37,117,548.03","$36,845,381.42","99.26%","$0","0%"
"NYPD","PO79BATH","202501","$37,117,548.03","$36,845,381.42","99.26%","$0","0%"
"NYPD","PO79BATH","202505","$37,117,548.03","$36,845,381.42","99.26%","$0","0%"
